,Company,TypeName,Ram,Weight,Price,GPU Brand,ppi,TouchScreen,IPS,CPU Brand,SSD,HDD
604,Dell,Notebook,4,2.18,24775.2,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
607,Lenovo,Notebook,6,2.4,30049.92,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
608,Lenovo,2 in 1 Convertible,8,2.0,69210.72,Intel,141.21200170272436,1,1,Intel Core i7,256,0
609,Acer,Notebook,4,1.6,18594.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
610,Lenovo,Notebook,32,2.5,261018.72,Nvidia,282.42400340544873,0,1,Other Intel Processor,1000,0
611,Dell,Gaming,16,2.59,46833.6528,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
612,Dell,Notebook,4,2.18,23650.992,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
613,Dell,Notebook,4,2.25,19127.52,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
614,Dell,Notebook,4,1.93,46300.32,Intel,100.45467278896234,0,0,Intel Core i5,0,500
615,Asus,Gaming,8,3.0,62231.04,Nvidia,127.33567783598265,0,0,Intel Core i7,128,1000
616,Dell,Notebook,4,2.18,30316.32,AMD,141.21200170272436,0,0,Intel Core i5,128,0
617,HP,Ultrabook,8,1.84,74005.92,Intel,141.21200170272436,0,0,Intel Core i7,512,0
619,Acer,2 in 1 Convertible,4,1.25,20193.12,Intel,135.09421512998384,1,1,Other Intel Processor,0,0
620,HP,Notebook,8,2.31,59886.72,Intel,111.93520682198661,0,0,Intel Core i5,256,0
621,Lenovo,Notebook,8,1.65,78055.2,Intel,157.35051618303572,0,0,Intel Core i5,256,0
622,Dell,Notebook,4,2.2,41345.28,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
624,HP,Notebook,4,1.88,49656.96,Intel,100.45467278896234,0,0,Intel Core i5,0,500
625,Lenovo,Notebook,8,2.2,47898.72,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
627,Lenovo,Notebook,4,2.2,24935.04,Intel,141.21200170272436,0,0,Intel Core i5,128,0
628,Asus,2 in 1 Convertible,6,1.5,34046.4528,Intel,165.6321222979323,1,0,Intel Core i5,0,1000
629,Dell,Notebook,8,2.0,96969.6,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
630,Asus,Ultrabook,16,1.1,101232.0,Intel,157.35051618303572,0,0,Intel Core i7,512,0
631,Dell,Gaming,16,2.62,78801.12,Nvidia,141.21200170272436,0,0,Intel Core i7,256,1000
632,Lenovo,Notebook,4,1.8,44169.12,Intel,141.21200170272436,0,0,Intel Core i5,256,0
633,Lenovo,Notebook,4,2.2,30849.12,Nvidia,141.21200170272436,0,0,Intel Core i3,0,1000
634,Asus,Notebook,8,2.0,21258.72,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
635,Asus,Notebook,8,1.99,48304.7136,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
636,Dell,Ultrabook,8,1.23,99580.32,Intel,276.05353104440786,1,0,Intel Core i5,256,0
637,Lenovo,Notebook,2,1.42,13266.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
638,Lenovo,2 in 1 Convertible,8,1.37,93635.3376,Intel,165.6321222979323,1,1,Intel Core i7,256,0
639,Dell,Notebook,16,2.06,127818.72,Nvidia,282.42400340544873,1,0,Intel Core i7,1000,0
640,Lenovo,Gaming,8,2.5,59087.52,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
641,HP,Notebook,8,2.6,27753.552,AMD,107.98564596737133,0,0,AMD Processor,0,1000
642,Lenovo,Ultrabook,16,1.14,130536.0,Intel,157.35051618303572,0,1,Intel Core i7,512,0
643,Asus,Gaming,8,2.5,62284.32,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
644,Acer,Notebook,4,2.4,23976.0,Intel,100.45467278896234,0,0,Intel Core i3,0,500
645,Lenovo,Notebook,4,1.43,14598.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
646,Acer,Ultrabook,8,1.8,48964.32,Intel,157.35051618303572,0,1,Intel Core i5,256,0
649,Lenovo,Ultrabook,8,1.36,84395.52,Intel,176.232578125,0,1,Intel Core i7,256,0
650,Asus,Gaming,32,3.8,149130.72,Nvidia,127.33567783598265,0,1,Intel Core i7,512,0
651,Acer,Gaming,8,2.4,37775.52,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
652,Dell,Ultrabook,8,1.2,77250.672,Intel,165.6321222979323,0,0,Intel Core i5,256,0
654,HP,Notebook,4,1.86,19441.872,Intel,100.45467278896234,0,0,Intel Core i3,0,500
656,Dell,Notebook,8,2.2,48964.32,AMD,141.21200170272436,0,0,Intel Core i7,256,0
657,Dell,Notebook,16,2.2,60472.8,AMD,141.21200170272436,0,0,Intel Core i7,256,2000
658,Lenovo,Gaming,8,3.31,63722.88,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
659,Dell,Gaming,32,4.42,167691.8736,Nvidia,254.6713556719653,0,1,Intel Core i7,512,1000
660,Dell,Notebook,8,1.56,65481.12,Intel,157.35051618303572,0,0,Intel Core i5,256,0
661,Lenovo,Notebook,4,2.2,22324.32,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
662,Lenovo,Notebook,4,2.2,28504.8,Intel,141.21200170272436,0,0,Intel Core i5,0,500
663,HP,Notebook,6,2.04,28717.92,AMD,141.21200170272436,0,0,Intel Core i3,0,1000
666,Dell,Notebook,8,2.06,50882.4,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
667,HP,Notebook,8,2.1,39693.6,AMD,141.21200170272436,0,0,Intel Core i7,0,1000
669,Acer,Notebook,4,2.1,21951.36,Intel,100.45467278896234,0,0,Intel Core i3,128,0
671,Lenovo,Notebook,8,1.9,43580.376,AMD,141.21200170272436,0,0,Intel Core i5,128,1000
672,Lenovo,2 in 1 Convertible,8,1.3,55091.52,Intel,165.6321222979323,1,1,Intel Core i5,256,0
673,Lenovo,Notebook,4,2.2,18594.72,AMD,100.45467278896234,0,0,AMD Processor,128,0
674,HP,2 in 1 Convertible,4,1.63,37242.72,Nvidia,157.35051618303572,1,1,Intel Core i3,128,0
676,Asus,Ultrabook,8,1.1,60472.8,Intel,157.35051618303572,0,0,Intel Core i5,256,0
677,HP,2 in 1 Convertible,8,1.4,26373.6,Intel,135.09421512998384,1,0,Other Intel Processor,0,0
679,Acer,Gaming,16,2.5,69210.72,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
681,Asus,Notebook,4,1.86,22324.32,Intel,100.45467278896234,0,0,Other Intel Processor,128,0
682,Dell,Gaming,16,3.21,109277.28,Nvidia,141.21200170272436,0,0,Intel Core i5,128,1000
683,HP,Notebook,4,2.5,37242.72,AMD,127.33567783598265,0,1,Intel Core i3,256,0
684,Lenovo,2 in 1 Convertible,8,1.19,79866.72,Intel,165.6321222979323,1,1,Intel Core i7,512,0
685,Dell,Gaming,16,3.49,149916.6,Nvidia,141.21200170272436,0,0,Intel Core i7,256,1000
686,HP,Notebook,4,1.86,32639.8608,AMD,100.45467278896234,0,0,Intel Core i5,0,500
687,Dell,Notebook,4,2.2,29073.297599999994,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
688,HP,Notebook,6,2.65,30316.32,AMD,127.33567783598265,0,1,AMD Processor,0,2000
689,Lenovo,Notebook,4,2.1,16943.04,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
690,Acer,Notebook,4,1.45,19980.0,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
691,Lenovo,Notebook,4,1.7,37242.72,Intel,157.35051618303572,0,0,Intel Core i5,256,0
692,HP,Workstation,8,3.14,101657.7072,Nvidia,127.33567783598265,0,0,Intel Core i7,0,500
693,Lenovo,2 in 1 Convertible,8,1.42,137995.19999999998,Intel,209.80067661830358,1,0,Intel Core i7,256,0
695,Acer,Netbook,4,1.4,14332.32,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
696,Lenovo,2 in 1 Convertible,16,1.38,93186.72,Intel,157.35051618303572,1,0,Intel Core i7,512,0
697,Asus,2 in 1 Convertible,4,1.2,35644.32,Intel,176.232578125,1,0,Other Intel Processor,0,0
699,HP,Notebook,4,2.1,36709.92,AMD,141.21200170272436,0,1,Intel Core i7,0,500
700,Dell,Gaming,8,2.56,43636.32,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
701,Lenovo,Notebook,4,2.2,21258.72,AMD,141.21200170272436,0,0,AMD Processor,256,0
702,Lenovo,Notebook,8,2.2,22857.12,AMD,100.45467278896234,0,0,AMD Processor,0,1000
703,Lenovo,Notebook,4,2.1,33110.856,Intel,141.21200170272436,0,0,Intel Core i5,0,2000
704,Lenovo,Notebook,4,1.9,23976.0,Intel,100.45467278896234,0,0,Intel Core i3,0,500
705,Dell,Notebook,8,2.18,42357.6,Intel,141.21200170272436,0,0,Intel Core i5,256,0
706,Acer,2 in 1 Convertible,8,1.6,53226.72,Intel,165.6321222979323,1,1,Intel Core i5,256,0
707,Lenovo,Workstation,16,2.18,98834.4,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
708,Lenovo,Notebook,8,1.8,63456.48,Intel,157.35051618303572,0,0,Intel Core i5,256,0
709,HP,Notebook,6,2.71,34898.932799999995,AMD,127.33567783598265,0,1,AMD Processor,0,2000
710,Lenovo,Gaming,8,2.5,66546.72,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
711,Dell,Notebook,8,1.64,58021.92,Nvidia,157.35051618303572,0,0,Intel Core i5,256,0
712,Dell,Notebook,8,1.98,38681.28,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
713,Asus,Notebook,4,1.5,15877.44,Intel,157.35051618303572,0,0,Other Intel Processor,0,0
714,Dell,Notebook,16,1.93,76012.44480000001,Intel,141.21200170272436,0,0,Intel Core i5,512,0
715,Lenovo,Notebook,8,1.87,45664.6896,Nvidia,157.35051618303572,0,1,Intel Core i5,256,0
716,Dell,Notebook,8,1.9,62817.12,Intel,141.21200170272436,0,0,Intel Core i5,256,0
717,Lenovo,Notebook,4,2.19,15877.44,AMD,100.45467278896234,0,0,AMD Processor,0,500
719,HP,Notebook,8,2.63,63936.0,Nvidia,127.33567783598265,0,0,Intel Core i7,256,0
720,Lenovo,Ultrabook,8,1.17,89864.1792,Intel,209.80067661830358,0,1,Intel Core i7,512,0
721,HP,2 in 1 Convertible,8,1.58,44574.048,Intel,117.826533496828,1,1,Intel Core i5,256,0
722,Lenovo,Ultrabook,8,1.32,79866.72,Intel,157.35051618303572,0,1,Intel Core i5,256,0
723,Dell,Gaming,32,4.36,194972.832,Nvidia,254.6713556719653,0,0,Intel Core i7,1000,1000
725,Lenovo,Notebook,4,1.9,26101.872,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
726,Dell,Notebook,8,2.2,38308.32,AMD,141.21200170272436,0,0,Intel Core i5,128,1000
727,Dell,2 in 1 Convertible,4,1.71,34578.72,Intel,165.6321222979323,1,0,Intel Core i3,0,1000
728,Dell,Notebook,8,2.32,31409.6256,AMD,100.45467278896234,0,0,Intel Core i5,0,1000
729,HP,Notebook,4,2.1,26053.92,AMD,141.21200170272436,0,0,AMD Processor,0,1000
730,Acer,Gaming,16,4.2,103096.8,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
731,Dell,Notebook,12,2.25,34578.72,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
732,HP,Notebook,6,2.1,34632.0,AMD,141.21200170272436,0,0,AMD Processor,128,1000
733,Acer,Notebook,4,2.4,29783.52,Intel,100.45467278896234,0,0,Intel Core i5,0,500
734,Lenovo,Notebook,8,1.44,51148.8,Intel,165.6321222979323,0,1,Intel Core i5,256,0
735,Lenovo,Notebook,4,1.85,41505.12,Intel,141.21200170272436,0,0,Intel Core i7,0,1000
736,HP,Workstation,16,2.6,128884.32,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
737,Dell,2 in 1 Convertible,8,1.55,35111.52,Intel,165.6321222979323,1,0,Intel Core i5,0,1000
739,Acer,Notebook,4,2.4,21887.424,Intel,100.45467278896234,0,0,Intel Core i3,0,500
740,Dell,Notebook,8,2.0,64308.96,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
741,Dell,Notebook,8,2.0,35431.2,Intel,100.45467278896234,0,0,Intel Core i3,256,0
743,Lenovo,2 in 1 Convertible,8,1.7,53226.72,Intel,157.35051618303572,1,0,Intel Core i5,256,0
744,Lenovo,Workstation,16,2.5,175770.72,Nvidia,282.42400340544873,0,1,Intel Core i7,1000,0
745,Acer,Notebook,2,1.68,17582.399999999998,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
747,HP,Notebook,8,1.86,28717.92,Intel,141.21200170272436,0,0,Intel Core i3,256,0
748,Dell,Notebook,8,1.6,60031.1088,Intel,111.93520682198661,0,0,Intel Core i5,256,0
749,HP,Workstation,16,3.0,233845.92,Nvidia,127.33567783598265,0,1,Other Intel Processor,256,0
750,Lenovo,Netbook,4,1.4,25308.0,Intel,135.09421512998384,1,0,Other Intel Processor,128,0
751,HP,Notebook,8,1.84,101232.0,Intel,141.21200170272436,0,0,Intel Core i5,256,0
752,Asus,Notebook,4,2.45,30849.12,Nvidia,100.45467278896234,0,0,Intel Core i5,0,1000
753,Lenovo,Ultrabook,4,1.7,58394.88,Intel,157.35051618303572,0,0,Intel Core i5,180,0
754,Asus,Notebook,4,2.37,45282.672,Intel,100.45467278896234,0,0,Intel Core i7,256,0
755,Lenovo,2 in 1 Convertible,8,1.3,63882.72,Intel,276.05353104440786,1,1,Intel Core i5,256,0
756,HP,Notebook,8,2.2,58554.72,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
757,HP,Workstation,8,2.59,83170.08,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
758,Dell,Gaming,16,4.42,152859.7872,Nvidia,282.42400340544873,0,1,Intel Core i7,256,1000
759,Acer,Notebook,4,2.1,31914.72,Intel,100.45467278896234,0,0,Intel Core i5,256,0
760,Lenovo,Gaming,8,2.5,55837.44,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
761,Dell,Ultrabook,16,1.18,99047.52,Intel,176.232578125,0,0,Intel Core i7,256,0
763,Asus,Ultrabook,8,1.2,60153.12,Intel,276.05353104440786,0,1,Intel Core i5,256,0
764,Dell,Notebook,4,1.65,45234.72,Intel,117.826533496828,0,0,Intel Core i3,0,500
765,Acer,Notebook,4,1.6,34898.4,Intel,117.826533496828,0,0,Intel Core i5,128,0
766,Asus,Notebook,4,2.8,25059.715199999995,Nvidia,90.58340436461343,0,0,Other Intel Processor,0,1000
767,Dell,Gaming,16,2.72,58554.72,Nvidia,282.42400340544873,1,1,Intel Core i7,128,1000
769,Acer,Notebook,4,2.1,15877.44,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
770,Dell,Notebook,16,2.3,62938.0656,AMD,141.21200170272436,0,0,Intel Core i7,256,0
773,Dell,Gaming,8,2.62,58554.72,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
774,HP,Ultrabook,4,1.26,66280.31999999999,Intel,125.367431640625,0,0,Intel Core i5,256,0
775,Asus,2 in 1 Convertible,12,2.3,44701.92,Nvidia,141.21200170272436,1,0,Intel Core i7,0,2000
776,Lenovo,Notebook,16,2.5,126273.6,Nvidia,282.42400340544873,0,0,Intel Core i7,512,0
777,Acer,Notebook,4,1.8,33886.08,Intel,157.35051618303572,0,1,Intel Core i3,128,0
779,Asus,Notebook,8,2.0,31003.632,Intel,141.21200170272436,0,0,Other Intel Processor,128,0
780,Dell,Gaming,32,4.42,191211.264,Nvidia,127.33567783598265,0,1,Intel Core i7,1000,1000
781,Asus,Gaming,16,4.3,125208.0,Nvidia,127.33567783598265,0,1,Intel Core i7,256,1000
783,Lenovo,Notebook,8,2.2,17529.12,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
784,Lenovo,Ultrabook,16,1.7,122490.72,Intel,157.35051618303572,0,0,Intel Core i7,512,0
787,Lenovo,Gaming,4,2.4,53226.72,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
788,Acer,Gaming,16,4.2,122490.72,Nvidia,127.33567783598265,0,1,Intel Core i7,256,1000
789,Dell,Gaming,8,2.62,52480.8,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
790,Asus,Gaming,8,2.24,71341.92,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
792,Lenovo,2 in 1 Convertible,8,1.37,104961.6,Intel,165.6321222979323,1,1,Intel Core i7,512,0
793,Lenovo,2 in 1 Convertible,8,2.08,51095.52,AMD,141.21200170272436,1,0,Intel Core i5,256,0
795,Lenovo,2 in 1 Convertible,8,1.42,124142.4,Intel,209.80067661830358,1,1,Intel Core i5,256,0
796,Asus,Notebook,4,1.63,15930.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
797,Dell,Notebook,8,1.95,43156.8,Intel,100.45467278896234,0,0,Intel Core i5,128,0
798,Lenovo,2 in 1 Convertible,8,1.38,71874.72,Intel,158.48253428507195,1,1,Intel Core i7,256,0
799,Dell,Notebook,8,2.0,39373.92,AMD,141.21200170272436,0,0,Intel Core i3,256,0
800,HP,Workstation,8,3.14,110017.872,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
801,Asus,Notebook,8,2.37,58554.72,Intel,141.21200170272436,0,0,Intel Core i5,256,0
802,Dell,Ultrabook,8,1.29,79866.72,Intel,165.6321222979323,0,0,Intel Core i5,256,0
803,Dell,Notebook,8,2.06,93186.72,Nvidia,282.42400340544873,1,0,Intel Core i5,256,0
804,Dell,Netbook,4,1.63,39640.32,Intel,135.09421512998384,0,0,Other Intel Processor,128,0
805,HP,Netbook,8,1.26,74005.92,Intel,125.367431640625,0,0,Intel Core i5,256,0
807,HP,Notebook,8,2.04,33513.119999999995,AMD,100.45467278896234,0,0,AMD Processor,0,2000
808,Dell,Gaming,16,2.62,89457.12,Nvidia,282.42400340544873,0,0,Intel Core i7,512,0
809,Lenovo,Notebook,4,2.4,32447.52,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
810,HP,Gaming,12,3.74,93186.72,AMD,127.33567783598265,0,1,Intel Core i7,0,1000
813,Dell,Notebook,8,1.98,51202.08,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
814,Dell,Notebook,8,2.18,42081.0768,AMD,141.21200170272436,0,0,Intel Core i5,256,0
815,Lenovo,Ultrabook,8,1.32,99047.52,Intel,157.35051618303572,0,0,Intel Core i7,256,0
817,HP,Netbook,4,1.23,20512.8,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
818,Dell,Gaming,16,4.36,133467.4656,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
819,Dell,Notebook,4,1.76,40226.4,Intel,111.93520682198661,0,0,Intel Core i5,0,500
820,Lenovo,Notebook,4,2.1,26101.872,Intel,100.45467278896234,0,0,Intel Core i3,0,500
822,Lenovo,Ultrabook,8,1.13,133146.72,Intel,157.35051618303572,0,1,Intel Core i7,512,0
824,Lenovo,Ultrabook,8,1.13,99900.0,Intel,157.35051618303572,0,1,Intel Core i5,0,0
826,Asus,2 in 1 Convertible,8,1.1,72354.23999999999,Intel,165.6321222979323,1,0,Intel Core i5,256,0
827,Dell,Notebook,4,1.76,31168.8,Intel,111.93520682198661,0,0,Intel Core i3,0,500
828,Acer,Netbook,4,1.35,18914.4,Intel,135.09421512998384,0,1,Other Intel Processor,0,0
829,Acer,Notebook,8,1.5,32980.32,Intel,157.35051618303572,0,1,Intel Core i3,128,0
831,Lenovo,Ultrabook,16,1.1,111834.72,Intel,209.80067661830358,0,1,Intel Core i7,512,0
832,Asus,Notebook,4,2.1,27652.32,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
833,Lenovo,Notebook,8,1.7,63190.08,Intel,157.35051618303572,0,0,Intel Core i5,256,0
834,Lenovo,Notebook,8,1.32,87912.0,Intel,157.35051618303572,0,1,Intel Core i5,256,0
835,Dell,Gaming,16,3.21,147832.28639999998,Nvidia,141.21200170272436,0,0,Intel Core i7,256,1000
836,Asus,Gaming,16,2.9,128884.32,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
838,Lenovo,Notebook,4,1.5,17316.0,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
839,Asus,Notebook,8,2.3,31435.2,Intel,141.21200170272436,0,0,Intel Core i5,0,128
840,Asus,Gaming,16,2.73,95850.72,Nvidia,127.33567783598265,0,0,Intel Core i7,512,1000
841,Dell,Gaming,32,4.42,163723.57919999998,Nvidia,127.33567783598265,0,1,Intel Core i7,512,1000
842,HP,Notebook,8,2.63,48484.8,Nvidia,106.11306251128974,0,0,Intel Core i5,0,1000
843,Dell,Notebook,8,2.18,38041.3872,Intel,100.45467278896234,0,0,Intel Core i5,128,0
844,HP,Ultrabook,8,1.54,99633.6,Intel,157.35051618303572,0,0,Intel Core i7,512,0
845,Dell,Notebook,4,2.18,39373.92,AMD,141.21200170272436,0,0,Intel Core i7,256,0
846,HP,2 in 1 Convertible,4,1.4,32767.2,Intel,135.09421512998384,1,0,Other Intel Processor,0,0
847,Asus,Ultrabook,8,1.45,54665.28,Nvidia,165.6321222979323,0,1,Intel Core i5,512,0
848,HP,2 in 1 Convertible,8,1.28,121318.56,Intel,165.6321222979323,1,0,Intel Core i5,256,0
849,HP,Ultrabook,8,1.54,78215.04,Intel,157.35051618303572,0,0,Intel Core i7,512,0
850,HP,Notebook,4,1.86,15930.72,Intel,100.45467278896234,0,0,Other Intel Processor,128,0
851,Asus,Gaming,16,2.1,101178.72,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
852,Dell,Notebook,8,2.83,46087.2,AMD,127.33567783598265,0,0,Intel Core i7,0,1000
853,Lenovo,Ultrabook,8,1.96,101391.84,Nvidia,157.35051618303572,0,1,Intel Core i7,256,0
854,Asus,Notebook,8,2.3,41931.36,Nvidia,141.21200170272436,0,1,Intel Core i7,256,0
855,Dell,Notebook,8,1.9,50349.6,Intel,141.21200170272436,0,0,Intel Core i5,128,0
856,Asus,Notebook,4,2.0,23922.72,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
857,HP,2 in 1 Convertible,8,1.28,136343.52,Intel,165.6321222979323,1,0,Intel Core i7,256,0
858,Dell,Notebook,8,1.62,34578.72,Intel,165.6321222979323,1,0,Intel Core i5,0,1000
859,Lenovo,Notebook,4,2.2,24988.32,Intel,141.21200170272436,0,0,Intel Core i3,0,1000
860,Lenovo,Notebook,8,2.3,45323.1648,Intel,141.21200170272436,0,1,Intel Core i5,0,1000
861,HP,Notebook,8,1.84,71874.72,AMD,141.21200170272436,0,0,Intel Core i5,256,0
863,Lenovo,Gaming,8,2.5,54185.76,Nvidia,141.21200170272436,0,1,Intel Core i5,0,1000
864,Dell,Ultrabook,16,1.29,119347.2,Intel,276.05353104440786,1,0,Intel Core i7,512,0
865,HP,Notebook,4,2.07,48484.8,Intel,141.21200170272436,0,0,Intel Core i5,0,500
867,Lenovo,2 in 1 Convertible,8,1.37,103896.0,Intel,165.6321222979323,1,1,Intel Core i7,256,0
868,Acer,Notebook,8,1.56,48058.56,Intel,157.35051618303572,0,1,Intel Core i5,256,0
869,Dell,Workstation,8,2.23,94731.84,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
870,Lenovo,Notebook,4,2.38,56210.4,Intel,100.45467278896234,0,0,Intel Core i5,0,500
871,Lenovo,Notebook,4,2.2,25521.12,AMD,141.21200170272436,0,0,Intel Core i3,0,1000
873,Lenovo,Notebook,4,1.44,39160.8,Intel,165.6321222979323,0,1,Intel Core i3,180,0
875,Dell,Ultrabook,8,1.6,90043.2,Intel,176.232578125,0,0,Intel Core i7,256,0
876,Asus,Notebook,4,2.0,21258.1872,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
878,Dell,Notebook,4,2.18,48618.0,Nvidia,141.21200170272436,0,0,Intel Core i5,128,1000
879,HP,Notebook,4,2.04,44701.92,Intel,141.21200170272436,0,0,Intel Core i5,256,0
880,HP,2 in 1 Convertible,4,1.28,90576.0,Intel,165.6321222979323,1,0,Intel Core i5,256,0
881,HP,2 in 1 Convertible,4,2.3,36486.14399999999,Intel,100.45467278896234,1,0,Intel Core i5,0,500
882,Asus,Notebook,4,1.65,18541.44,Intel,111.14134010693707,0,0,Other Intel Processor,0,0
883,Lenovo,Notebook,8,2.2,35644.32,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
884,Dell,Notebook,4,2.2,19660.32,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
885,HP,2 in 1 Convertible,4,1.28,95850.72,Intel,165.6321222979323,1,0,Intel Core i5,256,0
886,Dell,Notebook,4,2.18,24279.696,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
887,Asus,Gaming,12,2.2,72988.272,Nvidia,127.33567783598265,0,0,Intel Core i5,128,1000
888,Acer,Netbook,4,1.25,15824.16,Intel,135.09421512998384,0,1,Other Intel Processor,0,0
889,Lenovo,Notebook,4,2.8,20193.12,AMD,106.11306251128974,0,0,AMD Processor,0,500
890,HP,Notebook,4,1.95,67399.2,Intel,157.35051618303572,0,0,Intel Core i5,128,0
891,HP,2 in 1 Convertible,16,1.42,74538.72,Intel,276.05353104440786,1,0,Intel Core i7,256,0
893,Lenovo,Ultrabook,8,1.32,95850.72,Intel,157.35051618303572,0,1,Intel Core i5,256,0
896,Dell,Gaming,8,2.62,49497.12,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
897,HP,Notebook,8,2.04,47952.0,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
898,Dell,Notebook,4,2.18,32713.92,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
899,Dell,Notebook,8,1.9,49816.8,Intel,141.21200170272436,0,0,Intel Core i5,0,500
900,Dell,2 in 1 Convertible,8,1.24,107257.968,Intel,276.05353104440786,1,0,Intel Core i7,512,0
901,Asus,Gaming,32,3.58,68145.12,Nvidia,127.33567783598265,0,1,Intel Core i7,512,0
902,Dell,2 in 1 Convertible,16,1.22,87858.72,Intel,165.6321222979323,1,0,Intel Core i7,256,0
903,Lenovo,Ultrabook,8,1.13,109170.72,Intel,157.35051618303572,0,1,Intel Core i7,0,0
904,Lenovo,Notebook,8,1.95,104588.1072,Intel,141.21200170272436,0,1,Intel Core i5,512,0
906,HP,Netbook,8,1.26,79014.23999999999,Intel,176.232578125,0,0,Intel Core i7,512,0
907,Acer,Notebook,4,2.2,19127.52,Intel,141.21200170272436,0,1,Other Intel Processor,0,0
908,Lenovo,Notebook,8,2.6,42037.92,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
910,Dell,Notebook,8,1.6,64202.4,Intel,157.35051618303572,0,0,Intel Core i5,256,0
911,HP,Ultrabook,8,1.09,165168.0,Intel,352.46515625,1,0,Other Intel Processor,240,0
912,Lenovo,Notebook,6,2.2,42037.92,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
913,HP,Notebook,8,2.04,54291.78719999999,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
914,Acer,Notebook,4,2.4,26586.72,Intel,141.21200170272436,0,0,Intel Core i3,0,1000
915,Lenovo,Notebook,4,1.44,46939.68,Intel,165.6321222979323,0,0,Intel Core i5,128,0
916,HP,Notebook,8,1.49,51148.8,Intel,165.6321222979323,0,0,Intel Core i5,256,0
918,Dell,Gaming,16,2.6,71874.72,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
920,Dell,Notebook,4,2.18,36496.2672,AMD,100.45467278896234,0,0,Intel Core i5,0,1000
921,HP,Ultrabook,8,1.84,69103.62719999999,AMD,141.21200170272436,0,0,Intel Core i7,256,0
922,HP,Ultrabook,8,1.39,61218.72,Intel,276.05353104440786,1,0,Intel Core i7,256,0
